iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
29,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021964999999909196,ok,"{'C': 0.029492393155678608, 'penalty': 'l2'}"
30,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017563800000061747,ok,"{'C': 0.07391349506924053, 'penalty': 'l2'}"
31,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0187342000008357,ok,"{'C': 0.041139587423306985, 'penalty': 'l2'}"
32,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019223299999794108,ok,"{'C': 0.0012019757198802165, 'penalty': 'l2'}"
33,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018406799999866053,ok,"{'C': 0.005060212448477769, 'penalty': 'l2'}"
34,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02240419999907317,ok,"{'C': 0.015937423646311656, 'penalty': 'l2'}"
35,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019523900000422145,ok,"{'C': 0.08724809689988311, 'penalty': 'l2'}"
36,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018570500000350876,ok,"{'C': 0.003314848075870948, 'penalty': 'l2'}"
37,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01835140000002866,ok,"{'C': 0.03133479872997894, 'penalty': 'l2'}"
38,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018577399998321198,ok,"{'C': 0.08545567447428223, 'penalty': 'l2'}"
39,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021372600000177044,ok,"{'C': 0.00614434660471576, 'penalty': 'l2'}"
40,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01914810000016587,ok,"{'C': 0.001968936341011552, 'penalty': 'l2'}"
41,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018485700000383076,ok,"{'C': 0.0012954426317373499, 'penalty': 'l2'}"
42,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019072099999903003,ok,"{'C': 0.03748492221823175, 'penalty': 'l2'}"
43,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018123300000297604,ok,"{'C': 0.029152693203323254, 'penalty': 'l2'}"
44,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021692500000426662,ok,"{'C': 0.05719157077200088, 'penalty': 'l2'}"
45,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019727900000361842,ok,"{'C': 0.07046162818970174, 'penalty': 'l2'}"
46,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0185232999992877,ok,"{'C': 0.020378220336150096, 'penalty': 'l2'}"
47,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.04526409999925818,ok,"{'C': 0.174885815107462, 'penalty': 'l2'}"
48,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0200330000006943,ok,"{'C': 0.1274260216470707, 'penalty': 'l2'}"
49,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020624700000553275,ok,"{'C': 0.008613784658564074, 'penalty': 'l2'}"
50,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018311499999981606,ok,"{'C': 0.005394118957491352, 'penalty': 'l2'}"
51,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.022406299998692703,ok,"{'C': 0.04266982587924262, 'penalty': 'l2'}"
52,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01875370000016119,ok,"{'C': 0.07915617371555647, 'penalty': 'l2'}"
53,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018316700001378194,ok,"{'C': 0.004167507918411989, 'penalty': 'l2'}"
54,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02188909999858879,ok,"{'C': 0.08140183687036393, 'penalty': 'l2'}"
55,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018230300000141142,ok,"{'C': 0.02526375029718058, 'penalty': 'l2'}"
56,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017358400000375696,ok,"{'C': 0.0010680183148196703, 'penalty': 'l2'}"
57,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018537200001446763,ok,"{'C': 0.0010772924594965787, 'penalty': 'l2'}"
58,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01855740000064543,ok,"{'C': 0.15975116305361853, 'penalty': 'l2'}"
59,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019957700000304612,ok,"{'C': 0.10186759549410077, 'penalty': 'l2'}"
60,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018229399998745066,ok,"{'C': 0.023097291781211875, 'penalty': 'l2'}"
61,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018365099998845835,ok,"{'C': 0.0014450222369725013, 'penalty': 'l2'}"
62,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018805800000336603,ok,"{'C': 0.01010855135813428, 'penalty': 'l2'}"
63,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019183099999281694,ok,"{'C': 0.004083826127206938, 'penalty': 'l2'}"
64,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020377400000143098,ok,"{'C': 0.010841216261463785, 'penalty': 'l2'}"
65,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018050900000162073,ok,"{'C': 0.04019667570414648, 'penalty': 'l2'}"
66,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017757399999027257,ok,"{'C': 0.02719718201703648, 'penalty': 'l2'}"
67,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0172629999997298,ok,"{'C': 0.03318357085420554, 'penalty': 'l2'}"
68,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017854899999292684,ok,"{'C': 0.013113752051299592, 'penalty': 'l2'}"
69,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.025840899999820977,ok,"{'C': 0.023557004726736885, 'penalty': 'l2'}"
70,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019461599998976453,ok,"{'C': 0.001182933945254597, 'penalty': 'l2'}"
71,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018071500000587548,ok,"{'C': 0.0014402116772882605, 'penalty': 'l2'}"
72,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0181631000014022,ok,"{'C': 0.11673824248922776, 'penalty': 'l2'}"
73,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01864220000061323,ok,"{'C': 0.14993519706785738, 'penalty': 'l2'}"
74,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02113949999875331,ok,"{'C': 0.003991684690503528, 'penalty': 'l2'}"
75,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019538200000170036,ok,"{'C': 0.08635822553041726, 'penalty': 'l2'}"
76,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018749700000626035,ok,"{'C': 0.007303513289335901, 'penalty': 'l2'}"
77,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019183499998689513,ok,"{'C': 0.001875450326565733, 'penalty': 'l2'}"
78,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017755000000761356,ok,"{'C': 0.13154283164554126, 'penalty': 'l2'}"
79,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02056569999876956,ok,"{'C': 0.011995430873653434, 'penalty': 'l2'}"
80,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018783100000291597,ok,"{'C': 0.07145648329608457, 'penalty': 'l2'}"
81,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017892899999424117,ok,"{'C': 0.007407551702159622, 'penalty': 'l2'}"
82,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017697299999781535,ok,"{'C': 0.016592784609272264, 'penalty': 'l2'}"
83,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017348999999740045,ok,"{'C': 0.11610130188992739, 'penalty': 'l2'}"
84,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020465300000068964,ok,"{'C': 0.0048446966299356305, 'penalty': 'l2'}"
85,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01765739999973448,ok,"{'C': 0.1377426722066005, 'penalty': 'l2'}"
86,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01775439999983064,ok,"{'C': 0.002032288382863509, 'penalty': 'l2'}"
87,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017729000001054374,ok,"{'C': 0.009616223940929395, 'penalty': 'l2'}"
88,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01855290000094101,ok,"{'C': 0.002722583643312487, 'penalty': 'l2'}"
89,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.022660499998892192,ok,"{'C': 0.004291897071704527, 'penalty': 'l2'}"
90,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01918429999932414,ok,"{'C': 0.0034410169969612534, 'penalty': 'l2'}"
91,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018939000001410022,ok,"{'C': 0.1113282643446441, 'penalty': 'l2'}"
92,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.04236349999882805,ok,"{'C': 0.0013566664986319288, 'penalty': 'l2'}"
93,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021001999999498366,ok,"{'C': 0.007434038201706982, 'penalty': 'l2'}"
94,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.022093000001405017,ok,"{'C': 0.09490747992560819, 'penalty': 'l2'}"
95,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020368800000142073,ok,"{'C': 0.014639691914367241, 'penalty': 'l2'}"
96,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018994099998963065,ok,"{'C': 0.001991613594885927, 'penalty': 'l2'}"
97,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01847520000046643,ok,"{'C': 0.09216515443274974, 'penalty': 'l2'}"
98,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017661100000623264,ok,"{'C': 0.09026661555181195, 'penalty': 'l2'}"
99,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020233499999449123,ok,"{'C': 0.012170097220452968, 'penalty': 'l2'}"
100,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018447799999194103,ok,"{'C': 0.0022093287931321285, 'penalty': 'l2'}"
101,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017689700000119046,ok,"{'C': 0.15159254654566778, 'penalty': 'l2'}"
102,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017963900001632283,ok,"{'C': 0.0013056199681045653, 'penalty': 'l2'}"
103,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017717200000333833,ok,"{'C': 0.0069577941984622985, 'penalty': 'l2'}"
104,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021679100000255858,ok,"{'C': 0.046707207173986555, 'penalty': 'l2'}"
105,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018157700000301702,ok,"{'C': 0.10682228240214497, 'penalty': 'l2'}"
106,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018168599999626167,ok,"{'C': 0.07470440386725984, 'penalty': 'l2'}"
107,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018295400001079543,ok,"{'C': 0.004318462609283035, 'penalty': 'l2'}"
108,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01722889999837207,ok,"{'C': 0.006366419478157869, 'penalty': 'l2'}"
109,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021154699999897275,ok,"{'C': 0.0011085335052559465, 'penalty': 'l2'}"
110,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017951699999684934,ok,"{'C': 0.009002563465662921, 'penalty': 'l2'}"
111,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01790190000065195,ok,"{'C': 0.07759349160301525, 'penalty': 'l2'}"
112,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018285699999978533,ok,"{'C': 0.00145946497583938, 'penalty': 'l2'}"
113,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01815840000017488,ok,"{'C': 0.02199193384750947, 'penalty': 'l2'}"
114,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020734100000481703,ok,"{'C': 0.004773670367925113, 'penalty': 'l2'}"
115,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018260799999552546,ok,"{'C': 0.05604068440083397, 'penalty': 'l2'}"
116,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01746859999911976,ok,"{'C': 0.025260501938043408, 'penalty': 'l2'}"
117,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018562900000688387,ok,"{'C': 0.004404963080538942, 'penalty': 'l2'}"
118,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01727509999909671,ok,"{'C': 0.11249151642992798, 'penalty': 'l2'}"
119,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021037900000010268,ok,"{'C': 0.0016229727112995027, 'penalty': 'l2'}"
120,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018074899999191985,ok,"{'C': 0.0037531454647883626, 'penalty': 'l2'}"
121,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019760999999562046,ok,"{'C': 0.1790957070972414, 'penalty': 'l2'}"
122,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01762559999951918,ok,"{'C': 0.002051694917906209, 'penalty': 'l2'}"
123,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01817049999954179,ok,"{'C': 0.005955321945977075, 'penalty': 'l2'}"
124,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02064579999932903,ok,"{'C': 0.005732429106482487, 'penalty': 'l2'}"
125,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01845809999940684,ok,"{'C': 0.021042950935736906, 'penalty': 'l2'}"
126,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01839740000104939,ok,"{'C': 0.004760860083052736, 'penalty': 'l2'}"
127,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017765500000678003,ok,"{'C': 0.020520332240252192, 'penalty': 'l2'}"
128,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01770319999923231,ok,"{'C': 0.022033739713207576, 'penalty': 'l2'}"
129,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021006599999964237,ok,"{'C': 0.0011196827758198126, 'penalty': 'l2'}"
130,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018885999999838532,ok,"{'C': 0.0017460067417658408, 'penalty': 'l2'}"
131,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017588199998499476,ok,"{'C': 0.0015004174189296232, 'penalty': 'l2'}"
132,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01805699999931676,ok,"{'C': 0.0010650133011086945, 'penalty': 'l2'}"
133,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01745169999958307,ok,"{'C': 0.02203234181394586, 'penalty': 'l2'}"
134,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021011499999076477,ok,"{'C': 0.010329829444313033, 'penalty': 'l2'}"
135,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0189976999990904,ok,"{'C': 0.0030777199342610978, 'penalty': 'l2'}"
136,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01937990000078571,ok,"{'C': 0.18716369800130236, 'penalty': 'l2'}"
137,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.027839500000482076,ok,"{'C': 0.007050639804297477, 'penalty': 'l2'}"
138,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.022932599998966907,ok,"{'C': 0.002642664671620203, 'penalty': 'l2'}"
139,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.025707700000566547,ok,"{'C': 0.10156911048913536, 'penalty': 'l2'}"
140,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018824000000677188,ok,"{'C': 0.0011541074001021015, 'penalty': 'l2'}"
141,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018202600000222446,ok,"{'C': 0.005299538830496517, 'penalty': 'l2'}"
142,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01773759999923641,ok,"{'C': 0.09534964439402976, 'penalty': 'l2'}"
143,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01750460000039311,ok,"{'C': 0.0018303325196697225, 'penalty': 'l2'}"
144,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019835499999317108,ok,"{'C': 0.004624986566945479, 'penalty': 'l2'}"
145,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017616999999518157,ok,"{'C': 0.18521469848790129, 'penalty': 'l2'}"
146,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018568500001492794,ok,"{'C': 0.037935540438207786, 'penalty': 'l2'}"
147,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018269000000145752,ok,"{'C': 0.001253062218471854, 'penalty': 'l2'}"
148,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021738199999163044,ok,"{'C': 0.03132496518054902, 'penalty': 'l2'}"
149,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021164800000406103,ok,"{'C': 0.010456164227061646, 'penalty': 'l2'}"
150,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018110799999703886,ok,"{'C': 0.014900426186642906, 'penalty': 'l2'}"
151,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01796009999998205,ok,"{'C': 0.028337739870504034, 'penalty': 'l2'}"
152,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017614700000194716,ok,"{'C': 0.06049199394928888, 'penalty': 'l2'}"
153,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01763540000138164,ok,"{'C': 0.0014089863030102854, 'penalty': 'l2'}"
154,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021399400000518654,ok,"{'C': 0.0044555876717414615, 'penalty': 'l2'}"
155,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01772990000063146,ok,"{'C': 0.0011683689982033604, 'penalty': 'l2'}"
156,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01785609999933513,ok,"{'C': 0.0546616260893338, 'penalty': 'l2'}"
157,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017300400000749505,ok,"{'C': 0.04939366475725991, 'penalty': 'l2'}"
158,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0177296000001661,ok,"{'C': 0.0023736943079433388, 'penalty': 'l2'}"
159,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020877099999779603,ok,"{'C': 0.1221125647629021, 'penalty': 'l2'}"
160,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01813899999979185,ok,"{'C': 0.0025052921217551954, 'penalty': 'l2'}"
161,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01809490000050573,ok,"{'C': 0.032008551205763534, 'penalty': 'l2'}"
162,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017556900000272435,ok,"{'C': 0.13940245375555577, 'penalty': 'l2'}"
163,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017719499999657273,ok,"{'C': 0.0017157555312541548, 'penalty': 'l2'}"
164,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021967200000290177,ok,"{'C': 0.04186800289483202, 'penalty': 'l2'}"
165,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01787309999963327,ok,"{'C': 0.01038151520853435, 'penalty': 'l2'}"
166,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017232700000022305,ok,"{'C': 0.02159586899103822, 'penalty': 'l2'}"
167,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017235799999980372,ok,"{'C': 0.10401909095684578, 'penalty': 'l2'}"
168,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018072199998641736,ok,"{'C': 0.042763090739795624, 'penalty': 'l2'}"
169,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021677200000340235,ok,"{'C': 0.0012887535854606885, 'penalty': 'l2'}"
170,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018204699999841978,ok,"{'C': 0.01748628947963022, 'penalty': 'l2'}"
171,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017665699999270146,ok,"{'C': 0.013226080842216886, 'penalty': 'l2'}"
172,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017565899999681278,ok,"{'C': 0.14694745553023045, 'penalty': 'l2'}"
173,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017982199999096338,ok,"{'C': 0.003330638473419086, 'penalty': 'l2'}"
174,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02028690000042843,ok,"{'C': 0.0027431576238712177, 'penalty': 'l2'}"
175,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018193699999756063,ok,"{'C': 0.0888236693110072, 'penalty': 'l2'}"
176,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018287099999724887,ok,"{'C': 0.08732345465185146, 'penalty': 'l2'}"
177,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017300200001045596,ok,"{'C': 0.0014226344917437682, 'penalty': 'l2'}"
178,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018384900000455673,ok,"{'C': 0.16822521285424905, 'penalty': 'l2'}"
179,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02083630000015546,ok,"{'C': 0.003988694139117744, 'penalty': 'l2'}"
180,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018500000000130967,ok,"{'C': 0.0058126677206444075, 'penalty': 'l2'}"
181,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.019937099999879138,ok,"{'C': 0.03295685954087171, 'penalty': 'l2'}"
182,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02778539999962959,ok,"{'C': 0.016567287307520467, 'penalty': 'l2'}"
183,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0257261999995535,ok,"{'C': 0.01056644401240127, 'penalty': 'l2'}"
184,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02008629999909317,ok,"{'C': 0.0012744310279778409, 'penalty': 'l2'}"
185,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017708500001390348,ok,"{'C': 0.06024079598917597, 'penalty': 'l2'}"
186,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01792380000006233,ok,"{'C': 0.006153747438661519, 'penalty': 'l2'}"
187,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018147900000258232,ok,"{'C': 0.0023157384050822394, 'penalty': 'l2'}"
188,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01747090000026219,ok,"{'C': 0.044635004381464484, 'penalty': 'l2'}"
189,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021444499998324318,ok,"{'C': 0.0024851667892780444, 'penalty': 'l2'}"
190,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017840700000306242,ok,"{'C': 0.16639353438158172, 'penalty': 'l2'}"
191,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018498499999623164,ok,"{'C': 0.03444554011206324, 'penalty': 'l2'}"
192,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017639399999097805,ok,"{'C': 0.1789681435446702, 'penalty': 'l2'}"
193,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01826699999946868,ok,"{'C': 0.04523113955927363, 'penalty': 'l2'}"
194,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020428800000445335,ok,"{'C': 0.019547099627844382, 'penalty': 'l2'}"
195,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01894949999950768,ok,"{'C': 0.020476210812977083, 'penalty': 'l2'}"
