iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
168,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018517599999540835,ok,"{'C': 0.10993599810756392, 'penalty': 'l2', 'solver': 'sag'}"
169,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017740699999194476,ok,"{'C': 0.03123906018228528, 'penalty': 'l2', 'solver': 'liblinear'}"
170,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.015336000000388594,ok,"{'C': 0.0020542289381963504, 'penalty': 'l1', 'solver': 'newton-cg'}"
171,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02059949999966193,ok,"{'C': 0.004248827371960207, 'penalty': 'l1', 'solver': 'saga'}"
172,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0182740999989619,ok,"{'C': 0.03239807841770644, 'penalty': 'l1', 'solver': 'saga'}"
173,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018050100001346436,ok,"{'C': 0.03125534663032194, 'penalty': 'l2', 'solver': 'newton-cg'}"
174,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.015538199999355129,ok,"{'C': 0.0015998045433215213, 'penalty': 'l1', 'solver': 'newton-cg'}"
175,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.016267499999230495,ok,"{'C': 0.035271214006954044, 'penalty': 'l1', 'solver': 'newton-cg'}"
176,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02096499999970547,ok,"{'C': 0.06935942328170601, 'penalty': 'l1', 'solver': 'newton-cg'}"
177,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018326499999602675,ok,"{'C': 0.014664746778537411, 'penalty': 'l2', 'solver': 'liblinear'}"
178,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.015742200001113815,ok,"{'C': 0.1419658447895633, 'penalty': 'l1', 'solver': 'lbfgs'}"
179,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.015660000000934815,ok,"{'C': 0.005359683502916036, 'penalty': 'l1', 'solver': 'newton-cg'}"
180,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017426700000214623,ok,"{'C': 0.006519015843141889, 'penalty': 'l2', 'solver': 'liblinear'}"
181,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.02397719999862602,ok,"{'C': 0.07858873248416838, 'penalty': 'l2', 'solver': 'sag'}"
182,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018768500000078348,ok,"{'C': 0.06952278978421055, 'penalty': 'l2', 'solver': 'lbfgs'}"
183,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017943599999853177,ok,"{'C': 0.001655842784313803, 'penalty': 'l2', 'solver': 'sag'}"
184,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01760639999884006,ok,"{'C': 0.07667988386088223, 'penalty': 'l2', 'solver': 'sag'}"
185,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.017171899999084417,ok,"{'C': 0.0026175757416934714, 'penalty': 'l2', 'solver': 'lbfgs'}"
186,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.020169200000964338,ok,"{'C': 0.0027851516681887192, 'penalty': 'l2', 'solver': 'liblinear'}"
187,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01799140000002808,ok,"{'C': 0.16864222084942707, 'penalty': 'l1', 'solver': 'saga'}"
188,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.016584599999987404,ok,"{'C': 0.06396825067596917, 'penalty': 'l1', 'solver': 'sag'}"
189,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01741770000080578,ok,"{'C': 0.007236784488930142, 'penalty': 'l2', 'solver': 'sag'}"
190,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018162099999244674,ok,"{'C': 0.027887412108954793, 'penalty': 'l1', 'solver': 'liblinear'}"
191,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.021299300000464427,ok,"{'C': 0.17426042967322752, 'penalty': 'l2', 'solver': 'lbfgs'}"
192,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01778770000055374,ok,"{'C': 0.002180181998489018, 'penalty': 'l1', 'solver': 'newton-cg'}"
193,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018111299999873154,ok,"{'C': 0.0017869282217244787, 'penalty': 'l1', 'solver': 'liblinear'}"
194,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.0179721000004065,ok,"{'C': 0.010358960619741958, 'penalty': 'l2', 'solver': 'lbfgs'}"
195,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018457399999533664,ok,"{'C': 0.04515574634614089, 'penalty': 'l2', 'solver': 'liblinear'}"
196,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01820860000043467,ok,"{'C': 0.09743418718745538, 'penalty': 'l1', 'solver': 'newton-cg'}"
197,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.016151100000570295,ok,"{'C': 0.0027617741422458287, 'penalty': 'l1', 'solver': 'newton-cg'}"
198,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.016816499999549706,ok,"{'C': 0.004523237083657039, 'penalty': 'l1', 'solver': 'lbfgs'}"
199,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.018064300000332878,ok,"{'C': 0.003332399281120858, 'penalty': 'l1', 'solver': 'liblinear'}"
200,LogisticRegression,accuracy,nan,nan,nan,nan,nan,0.01792380000006233,ok,"{'C': 0.12489586670775893, 'penalty': 'l1', 'solver': 'saga'}"
